Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
Gegevens beschikbaar:,01-03-2003,tot:,31-12-2019,,,,,,,,
Datum: ,02-11-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B39F0736,001,39FP0736,174760,439000,735,14-12-2002,14-12-2002,31-12-2019,786,,332,232


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B39F0736,001,01-03-2003,,,,D,,,,,
B39F0736,001,02-03-2003,,,,D,,,,,
B39F0736,001,03-03-2003,,,,D,,,,,
B39F0736,001,04-03-2003,,,,D,,,,,
B39F0736,001,05-03-2003,,,,D,,,,,
B39F0736,001,06-03-2003,,,,D,,,,,
B39F0736,001,07-03-2003,,,,D,,,,,
B39F0736,001,08-03-2003,,,,D,,,,,
B39F0736,001,09-03-2003,,,,D,,,,,
B39F0736,001,10-03-2003,,,,D,,,,,
B39F0736,001,11-03-2003,,,,D,,,,,
B39F0736,001,12-03-2003,,,,D,,,,,
B39F0736,001,13-03-2003,,,,D,,,,,
B39F0736,001,14-03-2003,,,,D,,,,,
B39F0736,001,15-03-2003,,,,D,,,,,
B39F0736,001,16-03-2003,,,,D,,,,,
B39F0736,001,17-03-2003,,,,D,,,,,
B39F0736,001,18-03-2003,,,,D,,,,,
B39F0736,001,19-03-2003,,,,D,,,,,
B39F0736,001,20-03-2003,,,,D,,,,,
B39F0736,001,21-03-2003,,,,D,,,,,
B39F0736,001,22-03-2003,,,,D,,,,,
B39F0736,001,23-03-2003,,,,D,,,,,
B39F0736,001,24-03-2003,,,,D,,,,,
B39F0736,001,25-03-2003,,,,D,,,,,
B39F0736,001,26-03-2003,,,,D,,,,,
B39F0736,001,27-03-2003,,,,D,,,,,
B39F0736,001,28-03-2003,,,,D,,,,,
B39F0736,001,29-03-2003,,,,D,,,,,
B39F0736,001,30-03-2003,,,,D,,,,,
B39F0736,001,31-03-2003,,,,D,,,,,
B39F0736,001,01-04-2003,171,,615,,,,,,
B39F0736,001,02-04-2003,171,,615,,,,,,
B39F0736,001,03-04-2003,170,,616,,,,,,
B39F0736,001,04-04-2003,171,,615,,,,,,
B39F0736,001,05-04-2003,172,,614,,,,,,
B39F0736,001,06-04-2003,173,,613,,,,,,
B39F0736,001,07-04-2003,172,,614,,,,,,
